Thursday;[17:51:00,18:01:00]
Tuesday;[17:51:00,18:01:00]
Sunday;[17:51:00,18:11:00]
Friday;[17:51:00,18:01:00]
Saturday;[17:51:00,18:01:00]
Wednesday;[17:51:00,18:01:00]
Monday;[17:51:00,18:01:00]
